20160926 10:23:25.051908Z 28403 INFO  ^^^^^^^^^^^^^^^^^^ send modify dest node, addr = 8049 - jacServer.cc:776
20160926 10:23:25.063522Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
20160926 10:23:25.063528Z 28403 INFO  ===========ONMSG:   MSG_GETMACSTATE++++++++ - jacServer.cc:626
20160926 10:23:25.063532Z 28403 INFO  resetUnReplyNum, addr:=8049 - gateway.h:118
20160926 10:23:26.579408Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
20160926 10:23:26.579425Z 28403 INFO  ---------modify dest node success!------- - jacServer.cc:336
20160926 10:23:27.579466Z 28403 INFO  onTimer.... - jacServer.cc:98
20160926 10:23:27.579476Z 28403 INFO  +++++ getUnReplyNum , 0 - jacServer.cc:126
20160926 10:23:27.579479Z 28403 INFO  m_curMsgSerialNo++===========: 16 - jacServer.cc:756
20160926 10:23:27.579482Z 28403 INFO  onTimer: tmpNo=16 - jacServer.cc:157
20160926 10:23:28.079556Z 28403 INFO  onTimer.... - jacServer.cc:98
20160926 10:23:28.079563Z 28403 INFO  m_curIndex: 1 m_vNodesInfo.size(), 1 - gateway.h:152
20160926 10:23:28.079566Z 28403 INFO  %%%%%%%%%%%%%%%%%m_destAddr: 8049 - jacServer.cc:119
20160926 10:23:28.079569Z 28403 INFO  ^^^^^^^^^^^^^^^^^^ send modify dest node, addr = 8049 - jacServer.cc:776
20160926 10:23:28.093411Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
20160926 10:23:28.093416Z 28403 INFO  ===========ONMSG:   MSG_GETMACSTATE++++++++ - jacServer.cc:626
20160926 10:23:28.093420Z 28403 INFO  resetUnReplyNum, addr:=8049 - gateway.h:118
20160926 10:23:29.605287Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
20160926 10:23:29.605299Z 28403 INFO  ---------modify dest node success!------- - jacServer.cc:336
20160926 10:23:30.605341Z 28403 INFO  onTimer.... - jacServer.cc:98
20160926 10:23:30.605367Z 28403 INFO  +++++ getUnReplyNum , 0 - jacServer.cc:126
20160926 10:23:30.605370Z 28403 INFO  m_curMsgSerialNo++===========: 17 - jacServer.cc:756
20160926 10:23:30.605373Z 28403 INFO  onTimer: tmpNo=17 - jacServer.cc:157
20160926 10:23:31.105431Z 28403 INFO  onTimer.... - jacServer.cc:98
20160926 10:23:31.105438Z 28403 INFO  m_curIndex: 1 m_vNodesInfo.size(), 1 - gateway.h:152
20160926 10:23:31.105441Z 28403 INFO  %%%%%%%%%%%%%%%%%m_destAddr: 8049 - jacServer.cc:119
20160926 10:23:31.105444Z 28403 INFO  ^^^^^^^^^^^^^^^^^^ send modify dest node, addr = 8049 - jacServer.cc:776
20160926 10:23:31.117263Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
20160926 10:23:31.117269Z 28403 INFO  ===========ONMSG:   MSG_GETMACSTATE++++++++ - jacServer.cc:626
20160926 10:23:31.117272Z 28403 INFO  resetUnReplyNum, addr:=8049 - gateway.h:118
20160926 10:23:32.627235Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
20160926 10:23:32.627252Z 28403 INFO  ---------modify dest node success!------- - jacServer.cc:336
20160926 10:23:33.627366Z 28403 INFO  onTimer.... - jacServer.cc:98
20160926 10:23:33.627379Z 28403 INFO  +++++ getUnReplyNum , 0 - jacServer.cc:126
20160926 10:23:33.627382Z 28403 INFO  m_curMsgSerialNo++===========: 18 - jacServer.cc:756
20160926 10:23:33.627385Z 28403 INFO  onTimer: tmpNo=18 - jacServer.cc:157
20160926 10:23:34.127457Z 28403 INFO  onTimer.... - jacServer.cc:98
20160926 10:23:34.127464Z 28403 INFO  m_curIndex: 1 m_vNodesInfo.size(), 1 - gateway.h:152
20160926 10:23:34.127467Z 28403 INFO  %%%%%%%%%%%%%%%%%m_destAddr: 8049 - jacServer.cc:119
20160926 10:23:34.127470Z 28403 INFO  ^^^^^^^^^^^^^^^^^^ send modify dest node, addr = 8049 - jacServer.cc:776
20160926 10:23:34.139192Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
20160926 10:23:34.139198Z 28403 INFO  ===========ONMSG:   MSG_GETMACSTATE++++++++ - jacServer.cc:626
20160926 10:23:34.139201Z 28403 INFO  resetUnReplyNum, addr:=8049 - gateway.h:118
20160926 10:23:35.653131Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
20160926 10:23:35.653147Z 28403 INFO  ---------modify dest node success!------- - jacServer.cc:336
20160926 10:23:36.653192Z 28403 INFO  onTimer.... - jacServer.cc:98
20160926 10:23:36.653202Z 28403 INFO  +++++ getUnReplyNum , 0 - jacServer.cc:126
20160926 10:23:36.653205Z 28403 INFO  m_curMsgSerialNo++===========: 19 - jacServer.cc:756
20160926 10:23:36.653208Z 28403 INFO  onTimer: tmpNo=19 - jacServer.cc:157
20160926 10:23:37.153271Z 28403 INFO  onTimer.... - jacServer.cc:98
20160926 10:23:37.153278Z 28403 INFO  m_curIndex: 1 m_vNodesInfo.size(), 1 - gateway.h:152
20160926 10:23:37.153281Z 28403 INFO  %%%%%%%%%%%%%%%%%m_destAddr: 8049 - jacServer.cc:119
20160926 10:23:37.153284Z 28403 INFO  ^^^^^^^^^^^^^^^^^^ send modify dest node, addr = 8049 - jacServer.cc:776
20160926 10:23:37.165078Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
20160926 10:23:37.165084Z 28403 INFO  ===========ONMSG:   MSG_GETMACSTATE++++++++ - jacServer.cc:626
20160926 10:23:37.165087Z 28403 INFO  resetUnReplyNum, addr:=8049 - gateway.h:118
20160926 10:23:38.676918Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
20160926 10:23:38.676933Z 28403 INFO  ---------modify dest node success!------- - jacServer.cc:336
20160926 10:23:39.676972Z 28403 INFO  onTimer.... - jacServer.cc:98
20160926 10:23:39.676980Z 28403 INFO  +++++ getUnReplyNum , 0 - jacServer.cc:126
20160926 10:23:39.676982Z 28403 INFO  m_curMsgSerialNo++===========: 20 - jacServer.cc:756
20160926 10:23:39.676985Z 28403 INFO  onTimer: tmpNo=20 - jacServer.cc:157
20160926 10:23:40.177051Z 28403 INFO  onTimer.... - jacServer.cc:98
20160926 10:23:40.177057Z 28403 INFO  m_curIndex: 1 m_vNodesInfo.size(), 1 - gateway.h:152
20160926 10:23:40.177060Z 28403 INFO  %%%%%%%%%%%%%%%%%m_destAddr: 8049 - jacServer.cc:119
20160926 10:23:40.177063Z 28403 INFO  ^^^^^^^^^^^^^^^^^^ send modify dest node, addr = 8049 - jacServer.cc:776
20160926 10:23:40.188971Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
20160926 10:23:40.188977Z 28403 INFO  ===========ONMSG:   MSG_GETMACSTATE++++++++ - jacServer.cc:626
20160926 10:23:40.188980Z 28403 INFO  resetUnReplyNum, addr:=8049 - gateway.h:118
20160926 10:23:41.700893Z 28403 INFO  readableBytes length = 28 - jacServer.cc:280
